speaker_id,wav_number,file_size,speech_duration,gender,channel
S0510,171,129482,4044,F,1
S0510,140,117356,3666,F,1
S0510,266,150162,4691,F,1
S0510,338,160396,5011,F,1
S0510,189,114094,3564,F,1
S0510,85,115628,3612,F,1
S0510,50,133964,4185,F,1
S0510,177,108204,3380,F,1
S0510,181,91786,2866,F,1
S0510,344,117676,3676,F,1
S0510,149,195406,6105,F,1
S0510,79,90380,2823,F,1
S0510,36,103818,3242,F,1
S0510,103,64494,2014,F,1
S0510,94,121326,3790,F,1
S0510,229,151466,4731,F,1
S0510,178,210122,6564,F,1
S0510,191,122926,3840,F,1
S0510,304,196140,6128,F,1
S0510,202,143274,4475,F,1
S0510,217,162604,5080,F,1
S0510,274,206856,6462,F,1
S0510,126,202606,6330,F,1
S0510,336,139336,4352,F,1
S0510,107,126540,3953,F,1
S0510,27,146896,4589,F,1
S0510,77,96396,3011,F,1
S0510,323,76014,2374,F,1
S0510,299,140078,4376,F,1
S0510,130,98028,3062,F,1
S0510,243,93194,2910,F,1
S0510,313,98282,3069,F,1
S0510,39,68458,2137,F,1
S0510,108,182798,5711,F,1
S0510,28,96396,3011,F,1
S0510,157,178764,5585,F,1
S0510,284,147568,4610,F,1
S0510,184,124876,3901,F,1
S0510,109,98478,3076,F,1
S0510,190,176684,5520,F,1
S0510,165,111150,3472,F,1
S0510,204,143594,4485,F,1
S0510,212,180458,5637,F,1
S0510,9,134188,4192,F,1
S0510,119,178990,5592,F,1
S0510,337,151474,4732,F,1
S0510,2,208490,6513,F,1
S0510,56,105192,3285,F,1
S0510,327,145230,4537,F,1
S0510,289,84748,2647,F,1
S0510,35,103594,3235,F,1
S0510,106,107630,3362,F,1
S0510,19,69804,2180,F,1
S0510,240,98924,3090,F,1
S0510,68,160302,5008,F,1
S0510,342,122602,3829,F,1
S0510,196,164588,5142,F,1
S0510,15,111502,3483,F,1
S0510,223,176044,5500,F,1
S0510,260,192268,6007,F,1
S0510,5,130478,4076,F,1
S0510,26,202254,6319,F,1
S0510,156,153130,4783,F,1
S0510,278,200302,6258,F,1
S0510,116,108876,3401,F,1
S0510,286,96044,3000,F,1
S0510,33,131150,4097,F,1
S0510,1,112044,3500,F,1
S0510,218,91180,2848,F,1
S0510,290,118380,3698,F,1
S0510,244,119372,3729,F,1
S0510,325,153740,4803,F,1
S0510,205,104586,3266,F,1
S0510,164,151820,4743,F,1
S0510,96,55756,1741,F,1
S0510,34,110824,3461,F,1
S0510,7,140044,4375,F,1
S0510,48,174420,5449,F,1
S0510,332,146864,4588,F,1
S0510,37,106536,3327,F,1
S0510,86,131470,4107,F,1
S0510,257,150510,4702,F,1
S0510,324,170478,5326,F,1
S0510,227,83950,2622,F,1
S0510,335,99528,3108,F,1
S0510,331,94380,2948,F,1
S0510,122,109194,3410,F,1
S0510,57,133932,4184,F,1
S0510,51,136364,4260,F,1
S0510,277,120332,3759,F,1
S0510,273,123884,3870,F,1
S0510,163,136076,4251,F,1
S0510,18,116844,3650,F,1
S0510,117,178700,5583,F,1
S0510,193,97964,3060,F,1
S0510,42,129840,4056,F,1
S0510,170,152716,4771,F,1
S0510,300,128556,4016,F,1
S0510,110,197356,6166,F,1
S0510,339,166284,5195,F,1
S0510,319,250188,7817,F,1
S0510,83,149966,4685,F,1
S0510,113,195598,6111,F,1
S0510,239,130540,4078,F,1
S0510,16,206188,6442,F,1
S0510,179,134922,4214,F,1
S0510,297,132938,4152,F,1
S0125,183,149254,4662,F,1
S0125,219,110124,3440,F,1
S0125,248,148556,4641,F,1
S0125,267,174380,5448,F,1
S0125,73,129964,4059,F,1
S0125,11,184970,5778,F,1
S0125,188,86254,2694,F,1
S0125,326,109644,3425,F,1
S0125,151,145036,4531,F,1
S0125,208,165130,5158,F,1
S0125,330,174122,5439,F,1
S0125,220,121614,3799,F,1
S0125,148,211180,6598,F,1
S0125,14,149740,4678,F,1
S0125,97,205068,6407,F,1
S0125,192,82958,2591,F,1
S0125,87,87278,2726,F,1
S0125,13,191020,5968,F,1
S0125,265,179978,5622,F,1
S0125,288,98090,3063,F,1
S0125,20,165132,5159,F,1
S0125,345,146220,4568,F,1
S0125,8,174158,5441,F,1
S0125,24,95532,2984,F,1
S0125,287,78184,2441,F,1
S0125,153,200332,6259,F,1
S0125,358,94158,2941,F,1
S0125,30,146410,4573,F,1
S0125,138,89584,2798,F,1
S0125,99,111020,3468,F,1
S0125,256,197644,6175,F,1
S0125,115,132200,4129,F,1
S0125,249,84364,2635,F,1
S0125,144,150700,4708,F,1
S0125,43,98090,3063,F,1
S0125,226,99274,3100,F,1
S0125,150,126512,3952,F,1
S0125,197,177708,5552,F,1
S0125,309,118220,3693,F,1
S0125,123,254442,7949,F,1
S0125,354,142668,4457,F,1
S0125,255,92076,2876,F,1
S0125,141,99536,3109,F,1
S0125,357,141708,4427,F,1
S0125,95,93356,2916,F,1
S0125,285,121100,3783,F,1
S0125,362,78668,2457,F,1
S0125,254,128426,4011,F,1
S0125,102,186060,5813,F,1
S0125,64,91950,2872,F,1
S0125,53,87818,2742,F,1
S0125,169,166162,5191,F,1
S0125,334,79152,2472,F,1
S0125,44,180208,5630,F,1
S0125,133,118926,3715,F,1
S0125,84,148778,4647,F,1
S0125,162,119888,3745,F,1
S0125,172,89356,2791,F,1
S0125,3,181646,5675,F,1
S0125,105,80076,2501,F,1
S0125,302,127242,3974,F,1
S0125,182,132686,4145,F,1
S0125,207,84844,2650,F,1
S0125,120,114638,3581,F,1
S0125,198,132654,4144,F,1
S0125,175,128142,4003,F,1
S0125,137,115630,3612,F,1
S0125,125,155212,4849,F,1
S0125,82,84844,2650,F,1
S0125,124,80592,2517,F,1
S0125,185,130860,4088,F,1
S0125,247,152106,4751,F,1
S0125,363,156108,4877,F,1
S0125,168,159090,4970,F,1
S0125,23,147082,4594,F,1
S0125,261,117990,3685,F,1
S0125,6,165834,5180,F,1
S0125,32,101418,3167,F,1
S0125,315,157006,4905,F,1
S0125,155,132654,4144,F,1
S0125,349,211148,6597,F,1
S0125,200,92078,2876,F,1
S0125,359,207920,6496,F,1
S0125,341,106638,3331,F,1
S0125,100,102380,3198,F,1
S0125,241,111020,3468,F,1
S0125,281,90122,2814,F,1
S0125,348,163340,5103,F,1
S0125,49,190512,5952,F,1
S0125,231,137904,4308,F,1
S0125,90,92012,2874,F,1
S0125,60,142638,4456,F,1
S0125,322,89388,2792,F,1
S0125,209,121868,3807,F,1
S0125,160,83434,2605,F,1
S0125,199,124524,3890,F,1
S0125,203,131248,4100,F,1
S0125,118,177872,5557,F,1
S0125,67,186700,5833,F,1
S0125,89,144044,4500,F,1
S0125,111,151154,4722,F,1
S0125,62,150732,4709,F,1
S0125,264,129068,4032,F,1
S0125,234,145966,4560,F,1
S0125,215,89646,2800,F,1
S0125,292,144076,4501,F,1
S0125,216,131982,4123,F,1
S0125,317,120938,3777,F,1
S0125,145,90060,2813,F,1
S0125,333,184076,5751,F,1
S0125,214,93356,2916,F,1
S0125,167,192174,6004,F,1
S0125,301,138380,4323,F,1
S0125,173,156110,4877,F,1
S0125,40,89100,2783,F,1
S0125,69,210224,6568,F,1
S0125,308,107020,3343,F,1
S0125,303,144044,4500,F,1
S0125,236,157930,4933,F,1
S0125,221,173418,5417,F,1
S0125,93,92012,2874,F,1
S0125,232,192204,6005,F,1
S0125,101,117068,3657,F,1
S0125,31,103274,3225,F,1
S0125,201,100498,3139,F,1
S0125,166,144396,4511,F,1
S0125,343,92014,2874,F,1
S0125,250,137896,4307,F,1
S0125,47,115532,3609,F,1
S0125,187,112814,3524,F,1
S0125,295,90028,2812,F,1
S0125,129,110412,3449,F,1
S0125,225,99278,3101,F,1
S0125,17,107082,3344,F,1
S0125,253,216556,6766,F,1
S0125,45,139884,4370,F,1
S0125,74,80108,2502,F,1
S0125,211,116106,3626,F,1
S0125,72,181966,5685,F,1
S0125,316,159728,4990,F,1
S0125,320,148908,4652,F,1
S0125,63,103340,3228,F,1
S0125,154,148010,4623,F,1
S0125,293,113294,3539,F,1
S0125,146,92044,2875,F,1
S0125,114,88458,2762,F,1
S0125,259,167528,5233,F,1
S0125,283,100974,3154,F,1
S0125,65,85770,2678,F,1
S0125,258,160620,5018,F,1
S0125,59,75848,2368,F,1
S0125,235,93840,2931,F,1
S0125,25,118250,3693,F,1
S0125,186,165834,5180,F,1
S0125,135,109834,3430,F,1
S0125,263,88458,2762,F,1
S0125,81,120848,3775,F,1
S0125,233,147850,4618,F,1
S0125,128,130794,4085,F,1
S0125,52,252652,7894,F,1
S0125,158,152998,4779,F,1
S0125,272,150700,4708,F,1
S0125,329,196718,6146,F,1
S0125,132,160138,5002,F,1
S0125,268,102824,3211,F,1
S0125,161,146186,4566,F,1
S0125,80,158638,4956,F,1
S0125,12,137196,4286,F,1
S0125,174,99278,3101,F,1
S0125,127,191052,5969,F,1
S0125,269,81228,2537,F,1
S0125,305,152494,4764,F,1
S0125,213,101418,3167,F,1
S0125,134,137520,4296,F,1
S0125,210,154314,4820,F,1
S0125,222,168938,5277,F,1
S0125,4,196716,6146,F,1
S0125,139,113290,3538,F,1
S0125,279,162442,5074,F,1
S0125,112,89356,2791,F,1
S0125,180,122158,3816,F,1
S0125,294,123692,3864,F,1
S0125,71,120942,3778,F,1
S0125,176,119436,3731,F,1
S0125,314,120364,3760,F,1
S0125,298,120614,3767,F,1
S0125,55,98130,3065,F,1
S0125,340,93868,2932,F,1
S0125,356,190536,5952,F,1
S0125,46,157036,4906,F,1
S0125,307,166958,5216,F,1
S0125,143,185356,5791,F,1
S0125,291,191306,5976,F,1
S0125,242,77262,2413,F,1
S0125,66,185264,5788,F,1
S0125,98,150630,4705,F,1
S0125,76,136270,4257,F,1
S0125,21,100934,3152,F,1
S0125,131,123628,3862,F,1
S0125,61,154318,4821,F,1
S0125,147,106638,3331,F,1
S0125,75,64942,2028,F,1
S0125,360,173646,5425,F,1
S0125,206,92880,2901,F,1
S0125,312,98860,3088,F,1
S0125,38,94764,2960,F,1
S0125,310,103786,3241,F,1
S0125,311,98380,3073,F,1
S0125,271,119150,3722,F,1
S0125,224,114606,3580,F,1
S0125,245,113228,3537,F,1
S0125,296,183372,5729,F,1
S0125,275,74924,2340,F,1
S0125,194,108872,3400,F,1
S0125,142,171982,5373,F,1
S0125,88,201228,6287,F,1
S0125,58,89354,2790,F,1
S0125,251,116524,3640,F,1
S0125,22,104262,3256,F,1
S0125,262,82482,2576,F,1
S0125,152,129036,4030,F,1
S0125,237,109006,3405,F,1
S0125,318,108076,3376,F,1
S0125,228,131880,4119,F,1
S0125,29,93388,2917,F,1
S0125,238,97646,3050,F,1
S0125,70,115946,3621,F,1
S0125,121,120044,3750,F,1
S0125,306,175982,5498,F,1
S0125,280,184076,5751,F,1
S0125,270,104748,3272,F,1
S0125,230,160614,5017,F,1
S0125,54,140236,4381,F,1
S0125,276,133580,4173,F,1
S0125,195,122730,3833,F,1
S0125,328,143562,4484,F,1
S0125,136,175340,5478,F,1
S0125,104,82122,2564,F,1
S0125,159,117036,3656,F,1
S0125,41,55084,1720,F,1
S0125,282,96240,3006,F,1
S0125,10,125454,3919,F,1
S0125,91,175982,5498,F,1
S0125,321,143594,4485,F,1
S0125,252,131278,4101,F,1
S0125,246,168970,5278,F,1
S0125,78,133770,4178,F,1
S0125,92,201228,6287,F,1
S0125,347,175978,5497,F,1
S0125,171,100498,3139,F,1
S0125,355,96208,3005,F,1
S0125,140,109196,3411,F,1
S0125,266,91146,2846,F,1
S0125,338,257162,8034,F,1
S0125,189,62598,1954,F,1
S0125,85,123626,3861,F,1
S0125,50,80650,2518,F,1
S0125,177,93868,2932,F,1
S0125,181,185748,5803,F,1
S0125,344,112778,3522,F,1
S0125,149,98130,3065,F,1
S0125,351,83948,2622,F,1
S0125,79,110412,3449,F,1
S0125,36,194732,6084,F,1
S0125,103,135372,4229,F,1
S0125,94,96684,3020,F,1
S0125,229,180520,5639,F,1
S0125,178,253036,7906,F,1
S0125,191,144684,4520,F,1
S0125,304,185900,5808,F,1
S0125,202,185900,5808,F,1
S0125,217,83888,2620,F,1
S0125,274,84364,2635,F,1
S0125,126,109834,3430,F,1
S0125,336,202794,6335,F,1
S0125,107,112810,3523,F,1
S0125,27,120908,3777,F,1
S0125,77,173896,5432,F,1
S0125,323,208458,6512,F,1
S0125,299,114602,3579,F,1
S0125,130,144364,4510,F,1
S0125,243,142162,4441,F,1
S0125,361,129036,4030,F,1
S0125,313,110318,3446,F,1
S0125,39,148908,4652,F,1
S0125,108,205740,6428,F,1
S0125,28,127660,3988,F,1
S0125,157,93420,2918,F,1
S0125,284,189516,5921,F,1
S0125,184,77254,2412,F,1
S0125,109,117810,3680,F,1
S0125,190,126544,3953,F,1
S0125,165,174476,5451,F,1
S0125,204,116552,3640,F,1
S0125,352,96676,3019,F,1
S0125,212,145294,4539,F,1
S0125,9,106154,3315,F,1
S0125,119,114700,3583,F,1
S0125,337,104716,3271,F,1
S0125,2,90028,2812,F,1
S0125,56,126536,3952,F,1
S0125,327,81544,2546,F,1
S0125,289,85740,2678,F,1
S0125,35,204716,6396,F,1
S0125,106,174158,5441,F,1
S0125,19,108300,3383,F,1
S0125,240,103786,3241,F,1
S0125,68,128880,4026,F,1
S0125,342,155402,4854,F,1
S0125,196,128170,4003,F,1
S0125,15,87208,2723,F,1
S0125,223,183372,5729,F,1
S0125,260,89584,2798,F,1
S0125,5,112302,3508,F,1
S0125,353,114700,3583,F,1
S0125,346,155212,4849,F,1
S0125,26,141232,4412,F,1
S0125,156,157930,4933,F,1
S0125,278,110412,3449,F,1
S0125,116,173200,5411,F,1
S0125,286,75818,2367,F,1
S0125,33,220172,6879,F,1
S0125,1,71082,2219,F,1
S0125,218,114224,3568,F,1
S0125,290,86278,2694,F,1
S0125,244,123626,3861,F,1
S0125,325,106090,3313,F,1
S0125,205,161138,5034,F,1
S0125,164,120942,3778,F,1
S0125,96,116428,3637,F,1
S0125,34,94318,2946,F,1
S0125,7,149806,4680,F,1
S0125,350,161450,5043,F,1
S0125,48,125424,3918,F,1
S0125,332,148524,4640,F,1
S0125,37,156106,4876,F,1
S0125,86,167568,5235,F,1
S0125,257,119404,3730,F,1
S0125,324,103794,3242,F,1
S0125,227,111372,3479,F,1
S0125,335,83946,2621,F,1
S0125,331,127242,3974,F,1
S0125,122,116426,3636,F,1
S0125,57,120364,3760,F,1
S0125,51,110892,3464,F,1
S0125,277,154474,4825,F,1
S0125,273,115532,3609,F,1
S0125,163,89584,2798,F,1
S0125,18,155342,4853,F,1
S0125,117,137162,4284,F,1
S0125,193,136490,4263,F,1
S0125,42,95762,2991,F,1
S0125,170,116590,3642,F,1
S0125,300,90982,2841,F,1
S0125,110,129774,4054,F,1
S0125,339,75340,2353,F,1
S0125,319,125098,3907,F,1
S0125,83,104684,3270,F,1
S0125,113,113740,3553,F,1
S0125,239,114668,3582,F,1
S0125,16,128904,4026,F,1
S0125,179,181486,5670,F,1
S0125,297,99278,3101,F,1
S0335,183,149006,4655,F,1
S0335,219,153286,4788,F,1
S0335,248,117610,3673,F,1
S0335,267,125868,3932,F,1
S0335,73,197868,6182,F,1
S0335,11,91848,2868,F,1
S0335,188,124556,3891,F,1
S0335,326,111020,3468,F,1
S0335,151,131146,4096,F,1
S0335,208,139754,4365,F,1
S0335,330,146990,4592,F,1
S0335,220,112684,3520,F,1
S0335,148,125544,3921,F,1
S0335,14,97486,3045,F,1
S0335,97,116622,3643,F,1
S0335,192,113324,3540,F,1
S0335,87,145036,4531,F,1
S0335,13,124876,3901,F,1
S0335,265,185996,5811,F,1
S0335,288,138284,4320,F,1
S0335,20,108362,3384,F,1
S0335,345,112332,3509,F,1
S0335,8,105740,3303,F,1
S0335,24,113646,3550,F,1
S0335,287,112332,3509,F,1
S0335,153,146670,4582,F,1
S0335,30,112332,3509,F,1
S0335,138,100778,3147,F,1
S0335,99,131786,4116,F,1
S0335,256,180364,5635,F,1
S0335,115,135786,4241,F,1
S0335,249,150990,4717,F,1
S0335,144,137100,4283,F,1
S0335,43,180014,5624,F,1
S0335,226,138732,4334,F,1
S0335,150,171786,5366,F,1
S0335,197,123208,3848,F,1
S0335,309,126536,3952,F,1
S0335,123,102762,3209,F,1
S0335,354,101098,3157,F,1
S0335,255,189614,5924,F,1
S0335,141,190282,5944,F,1
S0335,95,153292,4789,F,1
S0335,285,113676,3551,F,1
S0335,254,204460,6388,F,1
S0335,102,164524,5140,F,1
S0335,64,215052,6719,F,1
S0335,53,175404,5480,F,1
S0335,169,186572,5829,F,1
S0335,334,130158,4066,F,1
S0335,44,173740,5428,F,1
S0335,133,119594,3735,F,1
S0335,84,116302,3633,F,1
S0335,162,208458,6512,F,1
S0335,172,111020,3468,F,1
S0335,3,109358,3416,F,1
S0335,105,113642,3549,F,1
S0335,302,189610,5923,F,1
S0335,182,139758,4366,F,1
S0335,207,120908,3777,F,1
S0335,120,116812,3649,F,1
S0335,198,105068,3282,F,1
S0335,175,122892,3839,F,1
S0335,137,176716,5521,F,1
S0335,125,151310,4727,F,1
S0335,82,125196,3911,F,1
S0335,124,118602,3704,F,1
S0335,185,106380,3323,F,1
S0335,247,196208,6130,F,1
S0335,168,79628,2487,F,1
S0335,23,134798,4211,F,1
S0335,261,176748,5522,F,1
S0335,6,112652,3519,F,1
S0335,32,168458,5262,F,1
S0335,315,113998,3561,F,1
S0335,155,99660,3113,F,1
S0335,349,107724,3365,F,1
S0335,200,126184,3941,F,1
S0335,341,119596,3736,F,1
S0335,100,101420,3168,F,1
S0335,241,195888,6120,F,1
S0335,281,154922,4839,F,1
S0335,348,130188,4067,F,1
S0335,49,111340,3478,F,1
S0335,231,197552,6172,F,1
S0335,90,138730,4333,F,1
S0335,60,93196,2911,F,1
S0335,322,167470,5232,F,1
S0335,209,202826,6336,F,1
S0335,160,189934,5934,F,1
S0335,199,171434,5355,F,1
S0335,203,103084,3220,F,1
S0335,118,126856,3962,F,1
S0335,67,168490,5263,F,1
S0335,89,141068,4407,F,1
S0335,111,113638,3549,F,1
S0335,62,102476,3201,F,1
S0335,264,124268,3882,F,1
S0335,234,121258,3787,F,1
S0335,215,154954,4840,F,1
S0335,292,124552,3890,F,1
S0335,216,157548,4922,F,1
S0335,317,113326,3540,F,1
S0335,145,174090,5438,F,1
S0335,333,229264,7163,F,1
S0335,214,174442,5449,F,1
S0335,167,192270,6007,F,1
S0335,301,169450,5293,F,1
S0335,173,176716,5521,F,1
S0335,40,181356,5666,F,1
S0335,69,99116,3096,F,1
S0335,308,102446,3200,F,1
S0335,303,113324,3540,F,1
S0335,236,164844,5150,F,1
S0335,221,134798,4211,F,1
S0335,93,114670,3582,F,1
S0335,232,115626,3611,F,1
S0335,101,111822,3493,F,1
S0335,31,113318,3539,F,1
S0335,201,136748,4272,F,1
S0335,166,213388,6667,F,1
S0335,343,157260,4913,F,1
S0335,250,185004,5780,F,1
S0335,47,148332,4634,F,1
S0335,187,192908,6027,F,1
S0335,295,159884,4995,F,1
S0335,129,120590,3767,F,1
S0335,225,152970,4778,F,1
S0335,17,208428,6512,F,1
S0335,253,146028,4562,F,1
S0335,45,92524,2890,F,1
S0335,74,147342,4603,F,1
S0335,211,129192,4035,F,1
S0335,72,123212,3849,F,1
S0335,316,127498,3982,F,1
S0335,320,270540,8453,F,1
S0335,63,225934,7059,F,1
S0335,154,93836,2931,F,1
S0335,293,219334,6852,F,1
S0335,146,105708,3302,F,1
S0335,114,191854,5994,F,1
S0335,259,201806,6305,F,1
S0335,283,187274,5850,F,1
S0335,65,123918,3871,F,1
S0335,258,132490,4138,F,1
S0335,59,95790,2992,F,1
S0335,235,204818,6399,F,1
S0335,25,107372,3354,F,1
S0335,186,297290,9288,F,1
S0335,135,140396,4386,F,1
S0335,263,236812,7399,F,1
S0335,81,63884,1995,F,1
S0335,233,204460,6388,F,1
S0335,128,180012,5624,F,1
S0335,52,166510,5202,F,1
S0335,158,103082,3219,F,1
S0335,272,183020,5718,F,1
S0335,329,187500,5858,F,1
S0335,132,164844,5150,F,1
S0335,268,110348,3447,F,1
S0335,161,155270,4850,F,1
S0335,80,136428,4262,F,1
S0335,12,118954,3715,F,1
S0335,174,93132,2909,F,1
S0335,127,135114,4220,F,1
S0335,269,203466,6356,F,1
S0335,305,145708,4552,F,1
S0335,213,133130,4158,F,1
S0335,134,110570,3453,F,1
S0335,210,154188,4817,F,1
S0335,222,102090,3188,F,1
S0335,4,138636,4331,F,1
S0335,139,130508,4077,F,1
S0335,279,87566,2735,F,1
S0335,112,180044,5625,F,1
S0335,180,106380,3323,F,1
S0335,294,152268,4757,F,1
S0335,71,177388,5542,F,1
S0335,176,111018,3467,F,1
S0335,314,187630,5862,F,1
S0335,298,187660,5863,F,1
S0335,55,106060,3313,F,1
S0335,340,180010,5623,F,1
S0335,46,126544,3953,F,1
S0335,307,124240,3881,F,1
S0335,143,109358,3416,F,1
S0335,291,158216,4942,F,1
S0335,242,130188,4067,F,1
S0335,66,136780,4273,F,1
S0335,98,145356,4541,F,1
S0335,76,153548,4797,F,1
S0335,21,122574,3829,F,1
S0335,131,134126,4190,F,1
S0335,61,98796,3086,F,1
S0335,147,118060,3688,F,1
S0335,75,192592,6017,F,1
S0335,206,179052,5594,F,1
S0335,312,88552,2765,F,1
S0335,38,115622,3611,F,1
S0335,310,137420,4293,F,1
S0335,311,127180,3973,F,1
S0335,271,108680,3394,F,1
S0335,224,176428,5512,F,1
S0335,245,183338,5727,F,1
S0335,296,149998,4686,F,1
S0335,275,119590,3735,F,1
S0335,194,134860,4213,F,1
S0335,142,157580,4923,F,1
S0335,88,128520,4014,F,1
S0335,58,140716,4396,F,1
S0335,251,131820,4118,F,1
S0335,22,140716,4396,F,1
S0335,262,113646,3550,F,1
S0335,152,106060,3313,F,1
S0335,237,116970,3653,F,1
S0335,318,180686,5645,F,1
S0335,228,119950,3747,F,1
S0335,29,145708,4552,F,1
S0335,238,137770,4303,F,1
S0335,70,175084,5470,F,1
S0335,121,197132,6159,F,1
S0335,306,113996,3561,F,1
S0335,280,123884,3870,F,1
S0335,270,106730,3333,F,1
S0335,230,110020,3436,F,1
S0335,54,133130,4158,F,1
S0335,276,126188,3942,F,1
S0335,195,145674,4550,F,1
S0335,328,116302,3633,F,1
S0335,136,182028,5687,F,1
S0335,104,221294,6914,F,1
S0335,159,240138,7502,F,1
S0335,41,154924,4840,F,1
S0335,282,118954,3715,F,1
S0335,10,161196,5036,F,1
S0335,91,162892,5089,F,1
S0335,321,112748,3522,F,1
S0335,252,128172,4003,F,1
S0335,246,89904,2808,F,1
S0335,78,128842,4024,F,1
S0335,92,132138,4127,F,1
S0335,347,163852,5119,F,1
S0335,171,113642,3549,F,1
S0335,140,142956,4466,F,1
S0335,266,101450,3168,F,1
S0335,338,100140,3128,F,1
S0335,189,129166,4035,F,1
S0335,85,145678,4551,F,1
S0335,50,98798,3086,F,1
S0335,177,126856,3962,F,1
S0335,181,89196,2786,F,1
S0335,344,117294,3664,F,1
S0335,149,96142,3003,F,1
S0335,351,125868,3932,F,1
S0335,79,69068,2157,F,1
S0335,36,188268,5882,F,1
S0335,103,127176,3972,F,1
S0335,94,134220,4193,F,1
S0335,229,165994,5185,F,1
S0335,178,155244,4850,F,1
S0335,191,165162,5159,F,1
S0335,304,92850,2900,F,1
S0335,202,147342,4603,F,1
S0335,217,75692,2364,F,1
S0335,274,115308,3602,F,1
S0335,126,150314,4695,F,1
S0335,336,105388,3292,F,1
S0335,107,117934,3684,F,1
S0335,27,131504,4108,F,1
S0335,77,126860,3963,F,1
S0335,323,198540,6203,F,1
S0335,299,129900,4058,F,1
S0335,130,118668,3707,F,1
S0335,243,172458,5387,F,1
S0335,313,140074,4375,F,1
S0335,39,126892,3964,F,1
S0335,108,164170,5128,F,1
S0335,28,207434,6480,F,1
S0335,157,110668,3457,F,1
S0335,284,207436,6481,F,1
S0335,184,144684,4520,F,1
S0335,109,135786,4241,F,1
S0335,190,252684,7895,F,1
S0335,165,150634,4705,F,1
S0335,204,151622,4736,F,1
S0335,352,139724,4365,F,1
S0335,212,105420,3293,F,1
S0335,9,153290,4788,F,1
S0335,119,177388,5542,F,1
S0335,337,146380,4573,F,1
S0335,2,175084,5470,F,1
S0335,56,141740,4428,F,1
S0335,327,104716,3271,F,1
S0335,289,109358,3416,F,1
S0335,35,181994,5685,F,1
S0335,106,114638,3581,F,1
S0335,19,126188,3942,F,1
S0335,240,127528,3983,F,1
S0335,68,191246,5975,F,1
S0335,342,222956,6966,F,1
S0335,196,210090,6563,F,1
S0335,15,126188,3942,F,1
S0335,223,96266,3006,F,1
S0335,260,151950,4747,F,1
S0335,5,102090,3188,F,1
S0335,353,96810,3023,F,1
S0335,346,133482,4169,F,1
S0335,26,137388,4292,F,1
S0335,156,142060,4438,F,1
S0335,278,146986,4591,F,1
S0335,116,105420,3293,F,1
S0335,286,114956,3591,F,1
S0335,33,115982,3623,F,1
S0335,1,224622,7018,F,1
S0335,218,112748,3522,F,1
S0335,290,178732,5584,F,1
S0335,244,97802,3054,F,1
S0335,325,112332,3509,F,1
S0335,205,128176,4004,F,1
S0335,164,115982,3623,F,1
S0335,96,161864,5056,F,1
S0335,34,188302,5883,F,1
S0335,7,132814,4149,F,1
S0335,350,95308,2977,F,1
S0335,48,107374,3354,F,1
S0335,332,175404,5480,F,1
S0335,37,114950,3590,F,1
S0335,86,194892,6089,F,1
S0335,257,104716,3271,F,1
S0335,324,132492,4139,F,1
S0335,227,103084,3220,F,1
S0335,335,102762,3209,F,1
S0335,331,116620,3643,F,1
S0335,122,115630,3612,F,1
S0335,57,278442,8699,F,1
S0335,51,106060,3313,F,1
S0335,277,85934,2684,F,1
S0335,273,266892,8339,F,1
S0335,163,103084,3220,F,1
S0335,18,236850,7400,F,1
S0335,117,126220,3943,F,1
S0335,193,120266,3756,F,1
S0335,42,76334,2384,F,1
S0335,170,148010,4623,F,1
S0335,300,146028,4562,F,1
S0335,110,130830,4087,F,1
S0335,339,212044,6625,F,1
S0335,319,141068,4407,F,1
S0335,83,156908,4902,F,1
S0335,113,170124,5315,F,1
S0335,239,234508,7327,F,1
S0335,16,110348,3447,F,1
S0335,179,108044,3375,F,1
S0335,297,110700,3458,F,1
S0232,183,187598,5861,F,1
S0232,219,148426,4636,F,1
S0232,248,89004,2780,F,1
S0232,267,96972,3029,F,1
S0232,73,89584,2798,F,1
S0232,11,112208,3505,F,1
S0232,188,167310,5227,F,1
S0232,326,123498,3857,F,1
S0232,151,87660,2738,F,1
S0232,208,205138,6409,F,1
S0232,330,122730,3833,F,1
S0232,220,89614,2799,F,1
S0232,148,165966,5185,F,1
S0232,14,223466,6981,F,1
S0232,97,263692,8239,F,1
S0232,192,103114,3220,F,1
S0232,87,190896,5964,F,1
S0232,13,160778,5022,F,1
S0232,265,146246,4568,F,1
S0232,288,95302,2976,F,1
S0232,20,141614,4424,F,1
S0232,345,101990,3185,F,1
S0232,8,199598,6236,F,1
S0232,24,127856,3994,F,1
S0232,287,144334,4509,F,1
S0232,153,111496,3482,F,1
S0232,30,95340,2978,F,1
S0232,138,90954,2840,F,1
S0232,99,129256,4037,F,1
S0232,256,126540,3953,F,1
S0232,115,93678,2926,F,1
S0232,249,135306,4226,F,1
S0232,144,107918,3371,F,1
S0232,43,112840,3524,F,1
S0232,226,127626,3986,F,1
S0232,150,141904,4433,F,1
S0232,197,160748,5022,F,1
S0232,309,131726,4115,F,1
S0232,123,83822,2618,F,1
S0232,255,144872,4525,F,1
S0232,141,124872,3900,F,1
S0232,95,173354,5415,F,1
S0232,285,101356,3166,F,1
S0232,254,212810,6648,F,1
S0232,102,218536,6827,F,1
S0232,64,88490,2763,F,1
S0232,53,214700,6708,F,1
S0232,169,107086,3345,F,1
S0232,334,136654,4269,F,1
